School.Name,State,School.Sector,School.Type,Geolocation,ICSEA,Full.Time.Teaching.Staff,Full.Time.Non.Teaching.Staff,Total.Enrolments,Girls.Enrolments,Boys.Enrolments,Indigenous.Enrolments.Percentage,LBOTE.Percentage
Wheatvale State School,QLD,Government,Primary,Inner Regional,971,3,3,47,19,28,2,2
Leichhardt State School,QLD,Government,Primary,Major Cities,856,26.3,17.1,374,173,201,27,11
Wavell Heights State School,QLD,Government,Primary,Major Cities,992,30.8,15.3,479,237,242,11,38
Warwick West State School,QLD,Government,Primary,Inner Regional,985,36.4,22.3,498,237,261,14,3
Proston State School,QLD,Government,Combined,Outer Regional,899,14.8,8.4,104,46,58,18,1
Wartburg State School,QLD,Government,Primary,Outer Regional,906,1.7,2.4,23,11,12,30,17
Ballandean State School,QLD,Government,Primary,Outer Regional,1036,5,3.4,42,20,22,7,5
Cooroy State School,QLD,Government,Primary,Inner Regional,1014,31.6,17.3,483,233,250,8,7
Mount Kilcoy State School,QLD,Government,Primary,Inner Regional,991,8.4,4.6,124,67,57,5,5
Currumbin State School,QLD,Government,Primary,Major Cities,1020,68.3,25.5,1127,526,601,8,12
Dulacca State School,QLD,Government,Primary,Outer Regional,968,1.6,1.9,21,9,12,5,14
Farleigh State School,QLD,Government,Primary,Inner Regional,942,3,3.5,50,17,33,18,0
Bloomfield River State School,QLD,Government,Primary,Remote,673,5.9,4,49,25,24,100,84
Rangeville State School,QLD,Government,Primary,Inner Regional,1035,50,26.1,748,384,364,7,14
Finch Hatton State School,QLD,Government,Primary,Outer Regional,945,3.1,3.5,41,21,20,10,5
Murray's Bridge State School,QLD,Government,Primary,Inner Regional,1007,1.5,1.8,11,2,9,9,0
Eromanga State School,QLD,Government,Primary,Very Remote,,1.3,1.7,8,3,5,13,0
Everton Park State School,QLD,Government,Primary,Major Cities,1081,30.2,13,532,268,264,4,17
Kaimkillenbun State School,QLD,Government,Primary,Inner Regional,982,1.5,1.9,14,5,9,0,7
Mount Marrow State School,QLD,Government,Primary,Inner Regional,1006,3.8,2.9,60,30,30,10,2
Boyne Island State School,QLD,Government,Primary,Inner Regional,984,24.4,14.3,429,212,217,10,3
Wallaville State School,QLD,Government,Primary,Outer Regional,929,3.4,4,62,23,39,15,0
Queens Beach State School,QLD,Government,Primary,Outer Regional,942,29.4,12.5,410,182,228,22,8
The Hall State School,QLD,Government,Primary,Inner Regional,957,24.8,13.4,303,163,140,15,7
Narangba State School,QLD,Government,Primary,Major Cities,1003,46.5,18.4,695,320,375,6,6
Townview State School,QLD,Government,Primary,Remote,789,23.5,13.6,219,107,112,68,17
Federal State School,QLD,Government,Primary,Inner Regional,1016,5.9,3.9,104,46,58,4,4
Maidavale State School,QLD,Government,Primary,Outer Regional,,1.4,1.3,3,1,2,33,0
Magnetic Island State School,QLD,Government,Primary,Outer Regional,1026,10.8,6.9,156,77,79,6,13
Gympie South State School,QLD,Government,Primary,Inner Regional,949,36.1,18,471,214,257,13,3
Manly State School,QLD,Government,Primary,Major Cities,1117,39.4,16.3,657,330,327,3,12
Coalstoun Lakes State School,QLD,Government,Primary,Outer Regional,991,1,1.7,23,10,13,4,0
Dimbulah State School,QLD,Government,Combined,Outer Regional,900,13.7,8.6,152,83,69,32,10
Newtown State School,QLD,Government,Primary,Inner Regional,908,27.6,17.6,394,190,204,26,15
Warrill View State School,QLD,Government,Primary,Inner Regional,966,1.9,2,12,7,5,0,0
Oakenden State School,QLD,Government,Primary,Outer Regional,929,1.4,2,12,8,4,17,0
Thornlands State School,QLD,Government,Primary,Major Cities,1037,46.6,20.8,776,400,376,6,10
Southbrook Central State School,QLD,Government,Primary,Inner Regional,970,3.9,3.4,58,29,29,16,0
Glass House Mountains State School,QLD,Government,Primary,Inner Regional,993,25,12.8,438,227,211,7,3
Northern Peninsula Area State College,QLD,Government,Combined,Very Remote,722,67.5,24,673,326,347,98,98
Westmar State School,QLD,Government,Primary,Remote,930,2.9,3,40,19,21,28,0
Strathpine State School,QLD,Government,Primary,Major Cities,975,29.3,14.5,451,218,233,8,20
Coopers Plains State School,QLD,Government,Primary,Major Cities,992,12.5,7.3,170,82,88,9,53
Maroondan State School,QLD,Government,Primary,Inner Regional,990,2.4,3.6,43,20,23,0,16
Tamrookum State School,QLD,Government,Primary,Inner Regional,934,7.3,5.4,123,62,61,13,5
Cloyna State School,QLD,Government,Primary,Outer Regional,984,2.7,1.5,10,5,5,0,0
Geebung State School,QLD,Government,Primary,Major Cities,1021,23,11.8,368,190,178,7,23
Giru State School,QLD,Government,Primary,Outer Regional,933,3,3.6,36,16,20,8,11
Aratula State School,QLD,Government,Primary,Inner Regional,944,3.9,3.6,48,22,26,17,2
Orion State School,QLD,Government,Primary,Remote,,1,1.3,8,4,4,0,0
Kingsthorpe State School,QLD,Government,Primary,Inner Regional,964,14.3,7.6,229,127,102,9,3
Abergowrie State School,QLD,Government,Primary,Remote,,1.4,1.6,4,1,3,0,0
Thallon State School,QLD,Government,Primary,Remote,976,2.6,2.4,38,17,21,13,0
Kairi State School,QLD,Government,Primary,Outer Regional,960,5.5,4.4,80,39,41,21,13
Julia Creek State School,QLD,Government,Primary,Very Remote,988,3.7,2.9,41,22,19,12,5
Miallo State School,QLD,Government,Primary,Outer Regional,1009,11.3,6.4,179,82,97,9,3
Harristown State School,QLD,Government,Primary,Inner Regional,867,37.9,24.2,516,258,258,26,31
Applethorpe State School,QLD,Government,Primary,Outer Regional,1016,3.5,2.9,52,23,29,2,10
Surfers Paradise State School,QLD,Government,Primary,Major Cities,1020,42.5,18.3,643,317,326,3,41
Wandoan State School P-10,QLD,Government,Combined,Remote,939,12.9,6.7,75,33,42,20,4
Bohlevale State School,QLD,Government,Primary,Outer Regional,914,54.3,21.1,742,351,391,21,8
The Gap State School,QLD,Government,Primary,Major Cities,1133,35.8,18.6,596,279,317,2,11
Yarrabah State School,QLD,Government,Combined,Outer Regional,687,44.7,26.4,467,214,253,100,76
Kenilworth State Community College,QLD,Government,Primary,Inner Regional,986,4.5,5.3,63,35,28,3,3
Goomeri State School,QLD,Government,Combined,Outer Regional,930,17.8,9,147,70,77,19,5
Ravenshoe State School,QLD,Government,Combined,Outer Regional,847,41.3,23.2,364,166,198,41,6
Mutarnee State School,QLD,Government,Primary,Outer Regional,,1.4,1.6,8,6,2,38,0
Byfield State School,QLD,Government,Primary,Outer Regional,941,2.4,2.4,28,11,17,4,0
Mission Beach State School,QLD,Government,Primary,Outer Regional,999,19.8,11.6,324,153,171,6,14
Rollingstone State School,QLD,Government,Primary,Outer Regional,918,5.8,4.3,63,32,31,17,11
Haden State School,QLD,Government,Primary,Inner Regional,949,2.4,2.1,23,10,13,4,0
Rathdowney State School,QLD,Government,Primary,Inner Regional,962,2.9,3.3,25,9,16,0,0
Redlynch State College,QLD,Government,Combined,Outer Regional,1011,144.1,53.5,1869,901,968,11,18
Yelarbon State School,QLD,Government,Primary,Outer Regional,936,3.6,3.7,38,20,18,8,8
Elliott Heads State School,QLD,Government,Primary,Inner Regional,931,6.5,5.4,112,47,65,13,4
Kingston State School,QLD,Government,Primary,Major Cities,887,39.9,22.2,574,306,268,19,29
Conondale State School,QLD,Government,Primary,Inner Regional,982,4.8,4.4,67,26,41,15,9
Eungella State School,QLD,Government,Primary,Outer Regional,939,2.4,3.3,31,19,12,6,3
Tara Shire State College,QLD,Government,Combined,Outer Regional,847,36,22.3,353,170,183,21,2
Coominya State School,QLD,Government,Primary,Inner Regional,919,6,4.2,92,48,44,20,3
The Gums State School,QLD,Government,Primary,Remote,933,2.9,2.5,32,17,15,16,0
Woolooga State School,QLD,Government,Primary,Inner Regional,892,1.4,2,17,7,10,18,0
Home Hill State School,QLD,Government,Primary,Outer Regional,918,15.8,10.8,238,101,137,22,3
Broadbeach State School,QLD,Government,Primary,Major Cities,1065,57.3,24.7,1035,512,523,3,32
Mirriwinni State School,QLD,Government,Primary,Outer Regional,963,2.3,3.1,36,16,20,17,8
Maryvale State School,QLD,Government,Primary,Inner Regional,,1.2,1.5,16,4,12,19,0
Maleny State School,QLD,Government,Primary,Inner Regional,1047,26.6,12.7,401,197,204,3,5
Gumlu State School,QLD,Government,Primary,Outer Regional,965,1.4,2.4,16,9,7,38,0
McIlwraith State School,QLD,Government,Primary,Inner Regional,990,1.6,1.8,21,10,11,0,0
Malanda State School,QLD,Government,Primary,Outer Regional,998,26.8,12.3,410,213,197,10,10
Binjour Plateau State School,QLD,Government,Primary,Outer Regional,941,1.2,1.6,10,4,6,0,0
McDonnell Creek State School,QLD,Government,Primary,Outer Regional,1023,1.5,2,19,9,10,0,5
Wheatlands State School,QLD,Government,Primary,Outer Regional,945,5.7,3.1,83,44,39,13,0
Pindi Pindi State School,QLD,Government,Primary,Outer Regional,977,2.4,2,17,7,10,6,0
Ambrose State School,QLD,Government,Primary,Outer Regional,982,4.6,3.8,64,31,33,6,0
Mulgildie State School,QLD,Government,Primary,Outer Regional,959,2,2.2,21,10,11,10,24
Mundubbera State School,QLD,Government,Combined,Outer Regional,942,24.5,15.2,222,107,115,11,14
Kumbia State School,QLD,Government,Primary,Outer Regional,945,3.8,4.1,58,27,31,10,12
St Bernard State School,QLD,Government,Primary,Major Cities,1076,15.5,8.2,250,114,136,0,10
Butchers Creek State School,QLD,Government,Primary,Outer Regional,926,1.6,2.8,16,5,11,19,13
Garbutt State School,QLD,Government,Primary,Outer Regional,748,7.7,5.4,76,48,28,80,26
Tanduringie State School,QLD,Government,Primary,Outer Regional,992,2.6,3.3,41,24,17,12,0
Gargett State School,QLD,Government,Primary,Outer Regional,918,1.5,2.4,17,10,7,29,6
Kuraby State School,QLD,Government,Primary,Major Cities,1008,30,14.7,468,239,229,2,78
Wooloowin State School,QLD,Government,Primary,Major Cities,1123,23.4,8.7,339,167,172,1,27
Boynewood State School,QLD,Government,Primary,Outer Regional,1014,2.4,2.1,35,12,23,14,3
Babinda State School,QLD,Government,Combined,Outer Regional,928,26.6,13.4,272,141,131,19,9
Parke State School,QLD,Government,Primary,Inner Regional,949,3.6,3,63,24,39,13,0
Murarrie State School,QLD,Government,Primary,Major Cities,954,5.5,5.9,87,34,53,14,24
Kulpi State School,QLD,Government,Primary,Inner Regional,1023,2.1,2.2,23,10,13,13,0
Meandarra State School,QLD,Government,Primary,Remote,1044,2.5,3,33,11,22,3,3
Cannon Hill State School,QLD,Government,Primary,Major Cities,1066,19.6,9.3,276,133,143,4,35
Kandanga State School,QLD,Government,Primary,Inner Regional,1042,2.6,3,35,16,19,6,9
Seaforth State School,QLD,Government,Primary,Outer Regional,974,4.9,3.7,70,36,34,9,6
Nagoorin State School,QLD,Government,Primary,Outer Regional,910,1,2,19,14,5,11,0
Wilston State School,QLD,Government,Primary,Major Cities,1162,51.9,18.7,893,441,452,1,15
Patrick Estate State School,QLD,Government,Primary,Inner Regional,877,2.5,3.6,41,21,20,20,7
Russell Island State School,QLD,Government,Primary,Outer Regional,930,13.1,7.3,166,96,70,8,7
Ridgelands State School,QLD,Government,Primary,Outer Regional,1058,2.6,2,32,16,16,19,0
Rainworth State School,QLD,Government,Primary,Major Cities,1226,36.3,16.1,588,317,271,1,11
Kalamia State School,QLD,Government,Primary,Outer Regional,985,1,1.8,15,8,7,0,0
Upper Brookfield State School,QLD,Government,Primary,Major Cities,1100,4.2,3.4,51,23,28,8,10
Bungunya State School,QLD,Government,Primary,Remote,1003,2,1.9,11,7,4,0,9
Mount Murchison State School,QLD,Government,Primary,Outer Regional,953,2.7,2.4,35,18,17,11,3
Victoria Point State School,QLD,Government,Primary,Major Cities,971,33.5,14.6,524,233,291,7,8
Monogorilby State School,QLD,Government,Primary,Outer Regional,929,1,1.1,6,3,3,17,0
Graceville State School,QLD,Government,Primary,Major Cities,1169,44.2,16,762,368,394,1,22
South Johnstone State School,QLD,Government,Primary,Outer Regional,950,2.6,3.6,39,14,25,23,3
Darra State School,QLD,Government,Primary,Major Cities,937,15.3,10.1,213,99,114,10,54
Cairns West State School,QLD,Government,Primary,Outer Regional,784,54.9,27.6,685,330,355,64,81
Silkwood State School,QLD,Government,Primary,Outer Regional,895,4,4.3,67,37,30,21,7
Railway Estate State School,QLD,Government,Primary,Outer Regional,937,13.8,9.6,207,103,104,21,7
Mount Surprise State School,QLD,Government,Primary,Very Remote,994,1.4,1.9,17,7,10,6,5
Kin Kin State School,QLD,Government,Primary,Inner Regional,1024,4.5,3.5,67,32,35,3,4
Urangan Point State School,QLD,Government,Primary,Inner Regional,924,23,12,323,159,164,20,6
Mitchelton State School,QLD,Government,Primary,Major Cities,1050,35.9,16.2,544,249,295,6,17
Booyal Central State School,QLD,Government,Primary,Inner Regional,979,1.6,2,21,10,11,10,0
Birkdale State School,QLD,Government,Primary,Major Cities,1005,37.2,15.4,602,282,320,8,11
Berserker Street State School,QLD,Government,Primary,Inner Regional,862,40.1,27.3,549,253,296,39,8
Guluguba State School,QLD,Government,Primary,Remote,1006,1.4,2.2,12,4,8,0,0
Calen District State College,QLD,Government,Combined,Outer Regional,931,18.4,12,191,100,91,13,2
Carina State School,QLD,Government,Primary,Major Cities,1038,22.1,13.1,363,164,199,6,27
Jimbour State School,QLD,Government,Primary,Outer Regional,1002,1.2,2,14,5,9,0,0
Scarborough State School,QLD,Government,Primary,Major Cities,1005,47,21,722,361,361,8,12
Blair State School,QLD,Government,Primary,Major Cities,968,24,14,400,207,193,11,4
Burleigh Heads State School,QLD,Government,Primary,Major Cities,1038,36.3,28.4,519,264,255,4,11
Coolum State School,QLD,Government,Primary,Major Cities,1038,62.8,26.1,1016,469,547,3,7
Andergrove State School,QLD,Government,Primary,Inner Regional,907,25.4,14.4,339,149,190,29,6
Thabeban State School,QLD,Government,Primary,Inner Regional,851,9.7,17.3,121,49,72,35,2
Marlborough State School,QLD,Government,Primary,Remote,1039,2.6,2.8,29,17,12,0,0
Merrimac State School,QLD,Government,Primary,Major Cities,1028,50.9,20.1,787,384,403,3,18
Glenala State High School,QLD,Government,Secondary,Major Cities,908,74.3,32.9,817,383,434,12,69
Holland Park State School,QLD,Government,Primary,Major Cities,1146,51.9,21.9,857,433,424,2,24
Quilpie State College,QLD,Government,Combined,Very Remote,835,11.7,8.1,67,26,41,42,0
Swayneville State School,QLD,Government,Primary,Outer Regional,968,7.1,5.2,111,56,55,7,2
Beerburrum State School,QLD,Government,Primary,Inner Regional,954,5.5,4.2,81,33,48,17,2
Boondall State School,QLD,Government,Primary,Major Cities,1014,44.7,20.4,720,348,372,6,38
Baralaba State School,QLD,Government,Combined,Outer Regional,805,9.8,8.7,90,38,52,66,26
Gumdale State School,QLD,Government,Primary,Major Cities,1067,60.3,23.2,981,475,506,2,20
Wonga Beach State School,QLD,Government,Primary,Outer Regional,919,5.7,4.1,94,41,53,32,9
Talwood State School,QLD,Government,Primary,Remote,1005,2.1,2.1,20,10,10,15,0
Glenwood State School,QLD,Government,Primary,Inner Regional,935,4.4,5.2,86,45,41,7,2
Shorncliffe State School,QLD,Government,Primary,Major Cities,1131,21.8,8.3,346,177,169,1,9
Amiens State School,QLD,Government,Primary,Outer Regional,953,2.6,3,38,15,23,8,0
Coolangatta State School,QLD,Government,Primary,Major Cities,974,14.2,8,183,88,95,10,25
Benarkin State School,QLD,Government,Primary,Outer Regional,897,4,3.5,51,22,29,12,0
Yandaran State School,QLD,Government,Primary,Inner Regional,989,2.5,2.9,28,11,17,7,4
Moorooka State School,QLD,Government,Primary,Major Cities,1066,25,14.7,366,165,201,4,35
Rochedale State School,QLD,Government,Primary,Major Cities,1096,60.7,20.9,967,484,483,2,34
Prospect Creek State School,QLD,Government,Primary,Outer Regional,993,3.1,2.4,41,21,20,2,0
Jambin State School,QLD,Government,Primary,Outer Regional,1011,2.7,2.7,34,18,16,0,3
Innisfail East State School,QLD,Government,Primary,Outer Regional,850,14.5,11.6,240,124,116,52,16
Biddeston State School,QLD,Government,Primary,Inner Regional,968,5.2,3.4,81,39,42,14,1
Durong South State School,QLD,Government,Primary,Outer Regional,1052,1.8,2.6,11,5,6,9,0
Centenary State High School,QLD,Government,Secondary,Major Cities,1044,114.3,37.8,1519,716,803,3,36
Brighton State School,QLD,Government,Primary,Major Cities,1031,27.9,11.9,439,225,214,4,8
Dajarra State School,QLD,Government,Primary,Very Remote,647,3,2.6,18,10,8,100,67
Beaconsfield State School,QLD,Government,Primary,Inner Regional,938,24.9,21.8,348,168,180,24,7
Mena Creek State School,QLD,Government,Primary,Outer Regional,908,2.7,2.2,35,23,12,23,23
Grand Avenue State School,QLD,Government,Primary,Major Cities,1032,78.3,28.1,1225,597,628,2,48
Virginia State School,QLD,Government,Primary,Major Cities,1087,27.4,11.9,440,224,216,3,18
Laidley District State School,QLD,Government,Primary,Inner Regional,919,30.8,15.8,401,182,219,20,6
Musgrave Hill State School,QLD,Government,Primary,Major Cities,1025,41.6,31.2,547,271,276,5,27
Birdsville State School,QLD,Government,Primary,Very Remote,1121,2,1.8,7,2,5,0,0
Balaclava State School,QLD,Government,Primary,Outer Regional,807,29.5,15,407,200,207,58,54
Salisbury State School,QLD,Government,Primary,Major Cities,1025,18.2,11.5,285,134,151,9,27
Collinsville State School,QLD,Government,Primary,Remote,920,5,4.8,80,39,41,18,9
Calamvale Community College,QLD,Government,Combined,Major Cities,1028,157.8,57,2229,1115,1114,4,48
Pozieres State School,QLD,Government,Primary,Outer Regional,996,1.3,1.1,14,5,9,0,0
Kia-Ora State School,QLD,Government,Primary,Inner Regional,920,2.3,4.4,42,22,20,19,5
Maroochydore State School,QLD,Government,Primary,Major Cities,970,20.7,16.8,272,123,149,11,23
Peregian Springs State School,QLD,Government,Primary,Major Cities,1052,67.9,26.2,1100,525,575,3,8
The Summit State School,QLD,Government,Primary,Outer Regional,979,2.2,2.9,35,17,18,11,9
Amamoor State School,QLD,Government,Primary,Inner Regional,966,5.2,3.9,88,52,36,10,1
Isabella State School,QLD,Government,Primary,Outer Regional,916,39.5,18.6,550,270,280,35,32
Chevallum State School,QLD,Government,Primary,Inner Regional,1046,34.5,16.1,469,216,253,4,7
Injune P-10 State School,QLD,Government,Combined,Remote,946,11.6,7.2,73,37,36,8,3
Wamuran State School,QLD,Government,Primary,Major Cities,996,19.3,11.7,281,128,153,6,3
Narangba Valley State School,QLD,Government,Primary,Major Cities,1023,69.8,23.5,1131,558,573,4,6
Forest Lake State High School,QLD,Government,Secondary,Major Cities,989,118.6,43.5,1492,683,809,6,40
Bartle Frere State School,QLD,Government,Primary,Outer Regional,1061,1.2,1.6,9,2,7,0,0
Clarendon State School,QLD,Government,Primary,Inner Regional,944,3.7,3.5,69,37,32,10,3
Meridan State College,QLD,Government,Combined,Major Cities,1019,188.3,65.8,2687,1352,1335,4,6
Nobby State School,QLD,Government,Primary,Inner Regional,962,3.5,3.6,48,20,28,13,0
Moore Park Beach State School,QLD,Government,Primary,Inner Regional,925,12.5,6.7,182,87,95,23,2
Norfolk Village State School,QLD,Government,Primary,Major Cities,1018,66.2,26.9,1031,513,518,3,6
Pacific Pines State School,QLD,Government,Primary,Major Cities,1029,66.1,25.9,1005,501,504,2,17
Pacific Pines State High School,QLD,Government,Secondary,Major Cities,1007,118.4,36.9,1573,746,827,3,10
